Code,Product
2918.19.90,"Nonaromatic carboxylic acids with alcohol function, without other oxygen function, and"
2918.21.10,"Salicylic acid and its salts, suitable for medicinal use"
2918.21.50,"Salicylic acid and its salts, not suitable for medicinal use"
2918.23.10,Salol (Phenyl salicylate) suitable for medicinal use
2918.23.20,"Odoriferous or flavoring compounds of other esters of salicyclic acid and their salts,"
2918.23.30,"Esters of salicylic acid and their salts, described in additional U.S. note 3 to section VI"
2918.23.50,"Esters of salicylic acid and their salts, nesoi"
2918.29.04,"2,3-Cresotic acid; m-hydroxybenzoic acid;2-hydroxybenzoic acid, calcium salt; and other"
2918.29.06,"1,6-hexanediol-bis(3,5-dibutyl-4-hydroxyphenyl)propionate"
2918.29.08,m-Hydroxybenzoic acid
2918.29.20,Gentisic acid; and hydroxycinnamic acid and its salts
2918.29.22,p-Hydroxybenzoic acid
2918.29.25,3-Hydroxy-2-naphthoic acid
2918.29.30,Gallic acid
2918.29.39,"4,4-Bis(4-hydroxyphenyl)-pentanoic acid; and 3,5,6-triclorosalicylic acid"
2918.29.65,"Carboxylic acids with phenol function but w/o other oxygen function, described in add'l."
2918.29.75,Other carboxylic acids w/phenol function but w/o other oxygen function & their
2918.30.10,"1-Formylphenylacetic acid, methyl ester"
2918.30.15,"2-Chloro-4,5-difluoro-beta-oxobenzenepropanoic acid, ethyl ester; and ethyl 2-keto-4-"
2918.30.25,Aromatic carboxylic acids w/aldehyde or ketone function but w/o other oxygen function
2918.30.30,"Aromatic carboxylic acids with aldehyde or ketone function, but without other oxygen"
2918.30.70,"Dimethyl acetyl succinate; oxalacetic acid diethyl ester sodium salt; 4,4,4-trifluoro-3-"
2918.30.90,Non-aromatic carboxylic acids w/aldehyde or ketone function but w/o other oxygen
2918.91.00,"2, 4, 5-T (ISO) (2, 4, 5-trichlorophenoxyacetic acid), its salts and esters"
2918.99.05,p-Anisic acid; clofibrate and 3-phenoxybenzoic acid
2918.99.06,1-Hydroxy-6-octadecyloxy-2-naphthalenccarboxylic acid; and 1-hydroxy-6-docosyloxy-2-
2918.99.18,"4-(4-Chloro-2-methyl-phenoxy)butyric acid; p-chlorophenoxyacetic acid; and 2-(2,4-"
2918.99.20,"Aromatic pesticides, derived from carboxylic acids with additional oxygen function, and"
2918.99.35,"Odoriferous or flavoring compounds of carboxylic acids with additional oxygen function,"
2918.99.43,"Aromatic carboxylic acids with add'l oxygen function and their anhydrides, halide, etc"
2918.99.47,"Other aromatic carboxylic acids with add'l oxygen function and their anhydrides, halide,"
2918.99.50,"Nonaromatic carboxylic acids with additional oxygen function, and their derivatives,"
2919.10.00,"Tris (2,3-dibromopropyl phosphate)"
2919.90.15,Triphenyl phosphate plasticizers
2919.90.25,Other aromatic plasticizers
2919.90.30,"Aromatic phosphoric esters and their salts, including lactophosphates, and their"
2919.90.50,"Nonaromatic phosphoric esters and their salts, including lactophosphates, and their"
2920.11.00,Parathion (ISO) and parathion-methyl (ISO) (methyl-parathion)
2920.19.10,"O,O-Dimethyl-O-(4-nitro-m-tolyl)-phosphorothioate (Fenitrothion)"
2920.19.40,Other aromatic thiophosphoric esters (phosphorothioates) and their salts; their
2920.19.50,"Nonaromatic phosphorothioates, their salts and halogenated, sulfonated, nitrated or"
2920.21.00,Dimethyl phosphite
2920.22.00,Diethyl phosphite
2920.23.00,Trimethyl phosphite
2920.24.00,Triethyl phosphite
2920.29.00,"Other phosphite esters and their salts; their haolgenated, sulfonated, nitrated or"
2920.30.00,Endosulfan (ISO)
2920.90.10,"Aromatic pesticides of esters of other inorganic acids (excluding hydrogen halides), their"
2920.90.20,Aromatic esters of other inorganic acids (excluding hydrogen halides) their salts and
2920.90.51,"Nonaromatic esters of inorganic acids of nonmetals and their salts and derivatives,"
2921.11.00,"Methylamine, di- or trimethylamine, and their salts"
2921.12.01,"2-(N,N-Dimethylamino)ethyl chloride hydrochloride"
2921.13.00,"2-(N,N-Diethylamino)ethyl chloride hydrochloride"
2921.14.00,"2-(N,N,-Diisopropylamino)ethyl chloride hydrochloride"
2921.19.11,"Mono- and triethylamines; mono-, di-, and tri(propyl- and butyl-) monoamines; salts of"
2921.19.31,3-Amino-3-methyl-1-butyne; (Dimethylamino)isopropyl chloride hydrochloride
2921.19.61,"N,N-Dialkyl (methyl, ethyl, N-Propyl or Isopropyl)-2-Chloroethylamines and their"
2921.21.00,Ethylenediamine and its salts
2921.22.05,Hexamethylenediamine adipate (Nylon salt)
2921.22.10,"Hexamethylenediamine and its salts (except Nylon salt), derived in whole or in part from"
2921.22.50,"Hexamethylenediamine and its salts (except Nylon salt), not derived in whole or in part"
2921.29.00,"Acyclic polyamines, their derivatives and salts, other than ethylenediamine or"
2921.30.05,"1,3-Bis(aminoethyl)cyclohexane"
2921.30.10,"Cyclanic, cyclenic, cycloterpenic mono- or polyamines, derivatives and salts, from any"
2921.30.30,"Cyclanic, cyclenic, cycloterpenic mono- or polyamines and their derivative, deriv from"
2921.30.50,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives and salts,"
2921.41.10,Aniline
2921.41.20,Aniline salts
2921.42.10,"N,N-Dimethylaniline"
2921.42.15,"N-Ethylaniline and N,N-diethylaniline"
2921.42.16,"2,4,5-Trichloroaniline"
2921.42.18,o-Aminobenzenesulfonic acid; 6-chlorometanilic acid; 2-chloro-5-nitroaniline; 4-chloro-
2921.42.21,Metanilic acid
2921.42.22,Sulfanilic acid
2921.42.23,"3,4-Dichloroaniline"
2921.42.36,"m-Chloroaniline;2-chloro-4-nitroaniline;2,5-dicholoraniline-4-sulfonic acid & its"
2921.42.55,Fast color bases of aniline derivatives and their salts
2921.42.65,Aniline derivatives and their salts of products in additional U.S. note 3 to section VI
2921.42.90,Other aniline derivatives and their salts
2921.43.04,3-Chloro-o-toluidine; and 6-chloro-o-toluidine
2921.43.08,4-Chloro-o-toluidine hydrochloride; 5-chloro-o-o-toluidine; 6-chloro-2-toluidine-sulfonic
2921.43.15,"alpha,alpha,alpha-Trifluoro-2,6-dinitro-N,N-dipropyl-p-toluidine (Trifluralin)"
2921.43.19,"alpha,alpha,alpha-Trifluoro-o-toluidine; alpha,alpha,alpha-trifluoro-6-chloro-m-toluidine"
2921.43.22,"N-Ethyl-N-(2-methyl-2-propenyl)-2,6-dinitro-4-(trifluoromethyl)benzenamine"
2921.43.24,2-Amino-5-chloro-4-ethyl-benzenesulfonic acid; 2-amino-5-chloro-p-toluenesulfonic
2921.43.40,Toluidines and their derivatives; salts thereof; described in additional U.S. note 3 to
2921.43.90,"Other toluidines and their derivatives; and salts thereof, nesoi"
2921.44.05,"4,4'-Bis(alpha,alpha-dimethlbenzyl)diphenylamine; and N-nitrosodiphenylamine"
2921.44.10,Nitrosodiphenylamine
2921.44.20,"Diphenylamine and its derivatives (except nitrodiphenylamine); salts thereof, described"
2921.44.70,Diphenylamine and its derivatives; salts thereof; excluding goods in additional U.S. note
2921.45.10,"7-Amino-1,3-naphthalenedisulfonic acid, specified naphthalenesulfonic acids and their"
2921.45.20,Specified aromatic monoamines and their derivatives; salts thereof
2921.45.25,Mixture of 5- & 8-amino-2-naphthalenesulfonic acid;2-naphthalamine-o-sulfonic acid;&
2921.45.60,Aromatic monoamines and their derivatives and salts described in additional US note 3
2921.45.90,Aromatic monoamines and their derivatives and salts thereof nesoi
2921.49.10,"4-Amino-2-stilbenesulfonic acid and its salts, p-ethylaniline; 2,4,6-trimethylaniline"
2921.49.15,m-Nitro-p-toluidine
2921.49.45,"Aromatic monoamines and their derivatives nesoi; salts thereof, described in additional"
2921.49.50,"Aromatic monoamines and their derivatives and salts thereof, nesoi"
2921.51.10,"4-Amino-2-(N,N-diethylamino)toluene hydrochloride; m- and o-phenylenediamine;"
2921.51.20,"Photographic chemicals of o-, m-, p-phenylenediamine, diaminotoluenes, and their"
2921.51.30,"o-, m-, p-Phenylenediamine, diaminotoluenes, and their derivatives, and salts thereof,"
2921.51.50,"o-, m-, p-Phenylenediamine, and diaminotoluenes and their derivatives, and salts"
2921.59.04,"1,8-diaminonaphthalene (1,8-naphthalenediamino)"
2921.59.08,"5-Amino-2-(p-aminoanilino)benzenesulfonic acid; 4,4-diamino-3-biphenylsulfonic acid;"
2921.59.17,"4,4'-Benzidine-2,2'-disulfonic acid;1,4-diaminobenzene-2-sulfonic acid;4,4'-"
2921.59.20,"4,4'-Diamino-2,2'-stilbenedisulfonic acid"
2921.59.30,"4,4'-Methylenedianiline"
2921.59.40,"Aromatic polyamines and their derivatives and salts thereof, described in additional U.S."
2921.59.80,Aromatic polyamines and their derivatives; salts thereof nesoi
2922.11.00,Monoethanolamine and its salts
2922.12.00,Diethanolamine and its salts
2922.15.00,Triethanolamine
2922.16.00,Diethylammonium perfluorooctane sulfonate
2922.17.00,Methyldiethanolamine and ethyldiethanolamine
2922.18.00,"2-(N,N-Diisopropylamino)ethanol"
2922.21.10,"1-Amino-8-hydroxy-3,6-naphthalenedisulfonic acid; and other specified"
2922.21.25,"1-Amino-8-hydroxy-4,6-naphthalenedisulfonic acid, monosodium salts"
2922.21.40,Aminohydroxynaphthalene sulfonic acids and their salts of products described in
2922.21.50,"Aminohydroxynaphthalene sulfonic acids and their salts, nesoi"
2922.29.03,o-Anisidine; p-anisidine; and p-phenetidine
2922.29.06,m-Nitro-p-anisidine and m-nitro-o-anisidine as fast color bases
2922.29.08,"m-Nitro-p-anisidine and m-nitro-o-anisidine, nesoi"
2922.29.10,2-Amino-6-chloro-4-nitrophenol and other specified amino-naphthols and amino-
2922.29.13,"o-Aminophenol; and 2,2-bis-[4-(4-aminophenoxy)phenyl]propane"
2922.29.15,m-Diethylaminophenol; m-dimethylaminophenol; 3-ethylamino-p-cresol; and 5-
2922.29.20,"4-Chloro-2,5-dimethoxyaniline; and 2,4-dimethoxyaniline"
2922.29.26,Amino-naphthols and other amino-phenols and their derivatives used as fast color bases
2922.29.27,"Drugs of amino-naphthols and -phenols, their ethers and esters, except those cont."
2922.29.29,"Photographic chemicals of amino-naphthols and -phenols, their ethers/esters, except"
2922.29.61,Amino-naphthols and other amino-phenols and their derivatives of products described
2922.29.81,"Amino-naphthols and other amino-phenols; their ethers, esters & salts (not containing"
2922.39.05,"1-Amino-2,4-dibromoanthraquinone; and 2-Amino-5-chlorobenzophenone"
2922.39.10,"2'-Aminoacetophenone & other specified aromatic amino-aldehydes, -ketones and -"
2922.39.14,2-Aminoanthraquinone
2922.39.17,1-Aminoanthraquinone
2922.39.25,"Aromatic amino-aldehydes, -ketones and -quinones, other than those with more than"
2922.39.45,"Aromatic amino-aldehydes, -ketones and -quinones, other than those with more than"
2922.39.50,"Nonaromatic amino-aldehydes, -ketones and -quinones, other than those with more"
2922.42.10,Monosodium glutamate
2922.42.50,"Glutamic acid and its salts, other than monosodium glutamate"
2922.43.10,"Anthranilic acid and its salts, described in additional US note 3 to section VI"
2922.43.50,"Anthranilic acid and its salts, nesoi"
2922.49.05,"(R)-alpha-Aminobenzeneacetic acid; and 2-amino-3-chlorobenzoic acid, methyl ester"
2922.49.10,"m-Aminobenzoic acid, technical; and other specified aromatic amino-acids and their"
2922.49.26,"Aromatic amino-acids drugs and their esters, not containing more than one kind of"
2922.49.30,"Aromatic amino-acids and their esters, excl. those with more than one oxygen function;"
2922.49.37,"Aromatic amino-acids and their esters, not contng more than 1 kind of oxygen function"
2922.49.43,Glycine (aminoacetic acid)
2922.49.49,"Nonaromatic amino-acids, other than those containing more than one kind of oxygen"
2922.49.60,"3-Aminocrotonic acid, methyl ester; and (R)-alpha-amino-1,4-cyclohexadiene-1-acetic"
2922.49.80,"Non-aromatic esters of amino-acids, other than those containing more than one kind of"
2923.10.00,Choline and its salts
2923.20.10,"Purified egg phospholipids, pharmaceutical grade meeting requirements of the U.S. FDA"
2923.20.20,"Lecithins and other phosphoaminolipids, nesoi"
2923.30.00,Tetraethylammonium perfluorooctane sulfonate
2923.40.00,Didecylmethylammonium perfluorooctane sulfonate
2923.90.01,"Quaternary ammonium salts and hydroxides, whether or not chemically defined, nesoi"
2924.12.00,"Fluoroacetamide (ISO), monocrotophos (ISO) and phosphamidon (ISO)"
2924.19.11,Acyclic amides (including acyclic carbamates)
2924.19.80,Acyclic amide derivatives; salts thereof; nesoi
2924.21.04,"3-(p-Chlorophenyl)-1,1-dimethylurea (Monuron)"
2924.21.08,"1,1-Diethyl-3-(alpha,alpha,alpah-trifluoro-m-tolyl)urea (Fluometuron)"
2924.21.12,1-(2-Methylcyclohexyl)-3-phenylurea
2924.21.16,"Aromatic ureines and their derivatives pesticides, nesoi"
2924.21.18,sym-Diethyldiphenylurea
2924.21.20,Aromatic ureines and their derivatives; salts thereof; described in additional U.S. note 3
2924.21.45,"Aromatic ureines and their derivatives; salts thereof, nesoi"
2924.21.50,Nonaromatic ureines and their derivatives; and salts thereof
2924.23.10,2-Acetamidobenzoic acid
2924.23.70,2-Acetamidobenzoic acid salts described in additional U.S. note 3 to section VI
2924.23.75,"2-Acetamidobenzoic acid salts, nesoi"
2924.25.00,Alachlor (ISO)
2924.29.01,"p-Acetanisidide; p-acetoacetatoluidide; 4'-amino-N-methylacetanilide; 2,5-"
2924.29.03,"3,5-Dinitro-o-toluamide"
2924.29.10,"Acetanilide; N-acetylsulfanilyl chloride; aspartame; and 2-methoxy-5-acetamino-N,N-"
2924.29.20,"2-Acetamido-3-chloroanthraquinone; o-acetoacetaidide; o-acetoacetotoluidide; 2,4-"
2924.29.23,"4-Aminoacetanilide; 2-2-oxamidobis[ethyl-3-(3,5-di-tert-butyl-4-"
2924.29.26,3-Aminomethoxybenzanilide
2924.29.28,"N-[[(4-Chlorophenyl)amino]carbonyl]difluorobenzamide; and 3,5-dichloro-N-(1,1-"
2924.29.31,4-Acetamido-2-aminophenol; p-acetaminobenzaldehyde; acetoacetbenzylamide; p-
2924.29.33,3-Hydroxy-2-naphthanilide; 3-hydroxy-2-naphtho-o-toluidide; 3-hydroxy-2-naphtho-o-
2924.29.43,3-Ethoxycarbonylaminophenyl-N-phenylcarbamate (desmedipham); and Isopropyl-N-(3-
2924.29.47,Other cyclic amides used as pesticides
2924.29.65,5-Bromoacetyl-2-salicylamide
2924.29.71,Aromatic cyclic amides and their derivatives of products described in additional U.S.
2924.29.77,"Aromatic cyclic amides (incl cyclic carbamates) and their derivatives and salts thereof,"
2924.29.80,"2,2-Dimethylcyclopropylcarboxamide"
2924.29.95,Other nonaromatic cyclic amides and their derivatives; salts thereof; nesoi
2925.11.00,Saccharin and its salts
2925.19.10,Ethylenebistetrabromophthalimide
2925.19.30,"Bis(o-tolyl)carbodiimide; and 2,2,6,6-tetraisopropyldiphenylcarbodiimide"
2925.19.42,Other aromatic imides and their derivatives; salts thereof; nesoi
2925.19.70,"N-Chlorosuccinimide; and N,N-ethylenebis(5,6-dibromo-2,3-norbornanedicarbooximide"
2925.19.91,Other non-aromatic imides and their derivatives
2925.21.00,Chlordimeform (ISO)
2925.29.10,"N'-(4-Chloro-o-tolyl)-N,N-dimethylformamidine; bunamidine hydrochloride; and"
2925.29.18,"N,N'-diphenylguanidine; 3-dimethylaminomethyleneiminophenol hydrochloride; 1,3-di-"
2925.29.20,"Aromatic drugs of imines and their derivatives, nesoi"
2925.29.60,Aromatic imines and their derivatives; salts thereof (excluding drugs); nesoi
2925.29.70,Tetramethylguanidine
2925.29.90,Non-aromatic imines and their derivatives; salts thereof
2926.10.00,Acrylonitrile
2926.20.00,1-Cyanoguanidine (Dicyandiamide)
2926.30.10,Fenproporex (INN) and its salts
2926.30.20,"4-Cyano-2-dimethylamino-4,4-diphenylbutane"
2926.90.01,2-Cyano-4-nitroaniline
2926.90.05,2-Amino-4-chlorobenzonitrile (5-chloro-2-cyanoaniline); 2-amino-5-chlorobenzonitrile;
2926.90.08,Benzonitrile
2926.90.11,"2,6-Diclorobenzonitrile"
2926.90.12,Other dichlorobenzonitriles
2926.90.14,p-Chlorobenzonitrile and verapamil hydrochloride
2926.90.16,Specifically named derivative of dimethylcyclopropanecarboxylic acid
2926.90.17,o-Chlorobenzonitrile
2926.90.19,"N,N-Bis(2-cyanoethyl)aniline; and 2,6-diflourobenzonitrile"
2926.90.21,Aromatic fungicides of nitrile-function compounds
2926.90.23,"3,5-Dibromo-4-hydroxybenzonitrile (Bromoxynil)"
2926.90.25,"Aromatic herbicides of nitrile-function compounds, nesoi"
2926.90.30,Other aromatic nitrile-function pesticides
2926.90.43,"Aromatic nitrile-function compounds, nesoi, described in additional U.S. note 3 to"
2926.90.48,Aromatic nitrile-function compounds other than those products in additional U.S. note 3
2926.90.50,"Nonaromatic nitrile-function compounds, nesoi"
2927.00.03,"4-Aminoazobenzenedisulfonic acid, monosodium salt"
2927.00.06,"p-Aminoazobenzenedisulfonic acid; and diazoaminobenzene (1,3-diphenyltriazine)"
2927.00.15,"1,1'-Azobisformamide"
2927.00.18,"1-Naphthalenesulfonic acid, 6-diazo-5,6-dihydro-5-oxo, ester with phenyl compound;"
2927.00.25,"Diazo-, azo- or azoxy-compounds used as photographic chemicals"
2927.00.30,"Fast color bases and fast color salts, of diazo-, azo- or azoxy-compounds"
2927.00.40,"Diazo-, azo- or azoxy-compounds, nesoi, described in additional U.S. note 3 to section VI"
2927.00.50,"Other diazo-, azo- or azoxy-compounds, nesoi"
2928.00.15,Phenylhydrazine
2928.00.25,Aromatic organic derivatives of hydrazine or of hydroxylamine
2928.00.30,"Nonaromatic drugs of organic derivatives of hydrazine or of hydroxylamine, other than"
2928.00.50,"Nonaromatic organic derivatives of hydrazine or of hydroxylamine, nesoi"
2929.10.10,Toluenediisocyanates (unmixed)
2929.10.15,"Mixtures of 2,4- and 2,6-toluenediisocyanates"
2929.10.20,"Bitolylene diisocyanate (TODI); o-Isocyanic acid, o-tolyl ester; and Xylene diisocyanate"
2929.10.27,"N-Butylisocyanate; cyclohexyl isocyanate; 1-isocyanato-3-(trifluoromethyl)benzene; 1,5-"
2929.10.30,"3,4-Dichlorophenylisocyanate"
2929.10.35,"1,6-Hexamethylene diisocyanate"
2929.10.55,Isocyanates of products described in additioonal U.S. note 3 to sect VI
2929.10.80,"Other isocyanates, nesoi"
2929.90.05,"2,2-Bis(4-cyanatophenyl)-1,1,1,3,3,3,-hexafluoropropane; 2,2-bis(4-"
2929.90.15,Other aromatic compounds with other nitrogen function of products described in
2929.90.20,"Aromatic compounds with other nitrogen function, nesoi"
2929.90.50,"Nonaromatic compounds with other nitrogen functions, except isocyanates"
2930.20.10,Aromatic pesticides of thiocarbamates and dithiocarbamates
2930.20.20,"Aromatic compounds of thiocarbamates and dithiocarbamates, excluding pesticides"
2930.20.70,"S-(2,3,3-trichloroallyl)diisopropylthiocarbamate"
